ID,Lat,Lon,Sequence,Distance
0151,42.5333925,-82.9139472,1,0.0
0151,42.5333914,-82.914008,2,4.983313737759717
0151,42.5333702,-82.9140881,3,11.957032876728793
0151,42.5333668,-82.9142723,4,27.05469797544661
0151,42.5333649,-82.9143801,5,35.890112474012696
0151,42.5333643,-82.9144135,6,38.627646101499515
0151,42.5333544,-82.9149644,7,83.780572080382
0151,42.5333495,-82.9152415,8,106.49206103439069
0151,42.5333403,-82.9157505,9,148.21092829098353
0151,42.533249,-82.9156764,10,160.04010050480184
0151,42.5332232,-82.9156577,11,163.29247447958753
0151,42.5332176,-82.9156556,12,163.93850294690412
0151,42.5331923,-82.9156461,13,166.85744029125172
0151,42.5331588,-82.9156379,14,170.6425805808545
0151,42.533123,-82.9156363,15,174.6255171727201
0151,42.5330772,-82.9156343,16,179.7208807732768
0151,42.532926,-82.9156276,17,196.5425143445999
0151,42.5329224,-82.9156272,18,196.9441556054085
0151,42.5327721,-82.9156204,19,213.66603843222606
0151,42.5326011,-82.9156127,20,232.69083562451672
0151,42.5322553,-82.9155971,21,271.1632820295734
0151,42.5322685,-82.9147584,22,339.90135060351327
0151,42.5322763,-82.9142873,23,378.512637522618
0151,42.5322788,-82.9141303,24,391.3800897921732
0151,42.5322847,-82.9136319,25,432.22383676010423
0151,42.5322884,-82.9134173,26,449.8127917294356
0151,42.5322886,-82.9133838,27,452.55784340577594
0151,42.5322899,-82.9131559,28,471.2323353913499
0151,42.5322905,-82.9130566,29,479.36916648241765
0151,42.5322917,-82.9128609,30,495.40521300561267
0151,42.5322928,-82.9126705,31,511.006906069024
0151,42.5322946,-82.9122617,32,544.5042265680262
0151,42.5322952,-82.9121339,33,554.976261642536
0151,42.532301,-82.9108275,34,662.023496083804
0151,42.5323036,-82.9102751,35,707.2875969088611
0151,42.5323041,-82.9101651,36,716.3010728805006
0151,42.5323106,-82.9098138,37,745.0953608114569
0151,42.532316,-82.90952,38,769.1765612513639
0151,42.5323232,-82.9091751,39,797.44869860796
0151,42.5323332,-82.9086906,40,837.1637618211365
0151,42.5323532,-82.9065031,41,1016.4192954441098
0151,42.5323492,-82.9060042,42,1057.3011169088834
0151,42.5323748,-82.9044302,43,1186.3046005499868
0151,42.5323427,-82.90418,44,1207.114155443891
0151,42.5323217,-82.904017,45,1220.6728180639964
0151,42.5323187,-82.903703,46,1246.4038611551216
0151,42.5323208,-82.9035722,47,1257.1240403457766
0151,42.5323318,-82.9028728,48,1314.4452999962057
0151,42.5323419,-82.9022253,49,1367.5127449221798
0151,42.5323417,-82.901476,50,1428.9097031122535
0151,42.5323426,-82.9007307,51,1489.9789826030103
0151,42.5323427,-82.90069,52,1493.3139217336845
0151,42.5323519,-82.8993118,53,1606.2469880753583
0151,42.5323526,-82.8991525,54,1619.3001137323126
0151,42.5323664,-82.8961392,55,1866.211847886915
0151,42.5323677,-82.895822,56,1892.2033161731924
0151,42.5323697,-82.8956,57,1910.3951439248108
0151,42.53237,-82.8955592,58,1913.7384233965074
0151,42.5323738,-82.8949934,59,1960.1014591669468
0151,42.5323897,-82.89309,60,2116.074228863805
0151,42.5323904,-82.8929728,61,2125.6777972944196
0151,42.532394,-82.8923533,62,2176.440596008001
0151,42.5323967,-82.891891,63,2214.3221908737023
0151,42.5324037,-82.891264,64,2265.7038432028603
0151,42.5324677,-82.8908498,65,2300.3810383976033
0151,42.5324693,-82.890684,66,2313.967675532801
0151,42.5324707,-82.8905336,67,2326.2922713707076
0151,42.5324697,-82.8898456,68,2382.666353572565
0151,42.5324775,-82.8890582,69,2447.190880010241
0151,42.5324727,-82.888763,70,2471.3851333349385
0151,42.5324603,-82.8884273,71,2498.926564025512
0151,42.532453,-82.888228,72,2515.2771544156617
0151,42.5327148,-82.8880262,73,2548.756323724121
0151,42.5329931,-82.8878079,74,2584.499536474244
0151,42.5330258,-82.8877822,75,2588.701378762126
0151,42.5334801,-82.8874275,76,2646.9811437443527
0151,42.5341227,-82.8869256,77,2729.4242101131026
0151,42.53513,-82.886139,78,2858.6504117808936
0151,42.535276,-82.8860209,79,2877.549975946224
0151,42.535846,-82.88556,80,2951.3284800952283
0151,42.53671,-82.884864,81,3063.050790688896
0151,42.536776,-82.884812,82,3071.536724623355
0151,42.53682,-82.884778,83,3077.1667867140277
0151,42.536893,-82.88472,84,3086.572747169933
0151,42.5369758,-82.8846534,85,3097.2752595540555
0151,42.5374249,-82.8842921,86,3155.3275071882535
0151,42.537762,-82.884021,87,3198.898148895389
0151,42.5378864,-82.8839205,88,3214.9960829562883
0151,42.53863,-82.88332,89,3311.2112092109824
0151,42.539504,-82.882616,90,3424.222963911587
0151,42.5396525,-82.8825023,91,3443.181799856438
0151,42.5400081,-82.8822128,92,3489.29093361628
0151,42.540197,-82.882059,93,3513.7853224408996
0151,42.5403157,-82.8819562,94,3529.442396029918
0151,42.540426,-82.8818677,95,3543.6901199970994
0151,42.5406901,-82.881656,96,3577.796102592506
0151,42.5407894,-82.8815768,97,3590.603187892097
0151,42.540976,-82.881428,98,3614.6684565342543
0151,42.5416343,-82.8808958,99,3699.8699496989047
0151,42.541827,-82.88074,100,3724.810922251625
0151,42.5420015,-82.8806008,101,3747.317621697274
0151,42.542094,-82.880527,102,3759.2486001299844
0151,42.542724,-82.880022,103,3840.6063565766513
0151,42.5435303,-82.8793599,104,3945.3943852267794
0151,42.543647,-82.879264,105,3960.5638765103267
0151,42.5437757,-82.8791606,106,3977.193842403759
0151,42.544268,-82.878765,107,4040.8094974347246
0151,42.544632,-82.878473,108,4087.825063967655
0151,42.5454891,-82.8777687,109,4199.234795341116
0151,42.545653,-82.877634,110,4220.5400330442335
0151,42.5457765,-82.8775321,111,4236.610795703092
0151,42.546762,-82.876719,112,4364.84968561088
0151,42.5472856,-82.8762928,113,4432.737573359199
0151,42.5474386,-82.8761682,114,4452.577486776948
0151,42.5474712,-82.876145,115,4456.670443828179
0151,42.5476338,-82.8760082,116,4477.942103886249
0151,42.5478605,-82.8758176,117,4507.593857162616
0151,42.5481153,-82.8756097,118,4540.651067195999
0151,42.5483318,-82.8754331,119,4568.737190178974
0151,42.5485023,-82.8752967,120,4590.743627325466
0151,42.5496887,-82.874348,121,4743.854395209586
0151,42.54997,-82.874123,122,4780.159914418848
0151,42.5501034,-82.8740164,123,4797.372750037482
0151,42.550657,-82.873574,124,4868.805374019101
0151,42.550814,-82.873439,125,4889.470773473109
0151,42.5516265,-82.8727892,126,4994.330627526229
0151,42.551733,-82.872704,127,5008.076398637182
0151,42.5518363,-82.8726196,128,5021.482918143611
0151,42.552056,-82.87244,129,5050.000176655566
0151,42.55216,-82.8723548,130,5063.5071687705695
0151,42.552222,-82.872304,131,5071.559736798516
0151,42.552387,-82.872167,132,5093.066785447999
0151,42.552536,-82.87205,133,5112.207030856834
0151,42.553908,-82.870955,134,5289.17954097747
0151,42.554085,-82.870816,135,5311.91702135549
0151,42.554222,-82.870716,136,5329.213234869793
0151,42.5543795,-82.8706038,137,5348.991364442457
0151,42.554427,-82.870574,138,5354.809876131793
0151,42.5545643,-82.8704794,139,5371.930780817531
0151,42.5546183,-82.8704511,140,5378.367215210005
0151,42.5547295,-82.870393,141,5391.616284480414
0151,42.5547697,-82.870372,142,5396.405854133231
0151,42.5551062,-82.8702514,143,5435.10493937503
0151,42.555269,-82.870193,144,5453.828815349573
0151,42.555266,-82.8704842,145,5477.683048269969
0151,42.5552638,-82.8706937,146,5494.844727749989
0151,42.555262,-82.8708685,147,5509.163820636274
0151,42.5552341,-82.8723949,148,5634.228238848741
0151,42.5552322,-82.8724896,149,5641.987901900182
0151,42.5552124,-82.8734991,150,5724.704401566833
0151,42.555202,-82.874033,151,5768.450945642004
0151,42.5551761,-82.8756559,152,5901.412419764746
0151,42.555174,-82.875786,153,5912.071354338313
0151,42.5551723,-82.8758806,154,5919.822262718985
0151,42.555143,-82.877476,155,6050.540716222564
0151,42.555103,-82.8796183,156,6226.071130586579
0151,42.5550789,-82.8807735,157,6320.730613178196
0151,42.555075,-82.880963,158,6336.258472552421
0151,42.555071,-82.881377,159,6370.171820381521
0151,42.555067,-82.8815251,160,6382.310732911424
0151,42.555033,-82.882794,161,6486.314160689089
0151,42.555017,-82.883806,162,6569.22547960717
0151,42.554989,-82.884991,163,6666.337976142736
0151,42.554971,-82.8857293,164,6726.844781327504
0151,42.554967,-82.885891,165,6740.096995819304
0151,42.5549628,-82.8861273,166,6759.457819482929
0151,42.5549505,-82.886812,167,6815.557864482211
0151,42.554944,-82.887174,168,6845.217881701914
0151,42.5549287,-82.8879628,169,6909.850437247622
0151,42.554899,-82.889092,170,7002.401542286894
0151,42.55489,-82.889613,171,7045.088118084636
0151,42.5548615,-82.8904959,172,7117.475429282659
0151,42.554852,-82.890895,173,7150.182588786456
0151,42.5548492,-82.8910189,174,7160.335956204649
0151,42.554847,-82.8911172,175,7168.391380183354
0151,42.554823,-82.892167,176,7254.421444178494
0151,42.554808,-82.893438,177,7358.541895393613
0151,42.5547735,-82.8945066,178,7446.154546881018
0151,42.554769,-82.8946446,179,7457.469148303054
0151,42.554765,-82.8948173,180,7471.621936545133
0151,42.5547516,-82.8953913,181,7518.661689668132
0151,42.554727,-82.8964468,182,7605.160631346597
0151,42.554712,-82.897091,183,7657.953226137687
0151,42.554698,-82.8976896,184,7707.009101188299
