ID,Lat,Lon,Sequence,Distance
4303,42.4884514,-83.1474025,1,0.0
4303,42.488308,-83.147282,2,18.758482030820925
4303,42.487983,-83.14699,3,62.1088473876747
4303,42.4877371,-83.1467503,4,95.78288597615449
4303,42.4875746,-83.146592,5,118.0310669689869
4303,42.4879634,-83.146594,6,161.26396548977584
4303,42.488109,-83.1465954,7,177.45435378872423
4303,42.4881768,-83.1465988,8,184.99852282700613
4303,42.4882711,-83.1466019,9,195.4872849592057
4303,42.4884169,-83.1466081,10,211.70747415254723
4303,42.4887448,-83.1466215,11,248.18484238908633
4303,42.4888314,-83.1466249,12,257.8183578314556
4303,42.488912,-83.146623,13,266.7820228937015
4303,42.4889946,-83.1466214,14,275.96766076613676
4303,42.4893839,-83.1466301,15,319.2617231938375
4303,42.4896548,-83.1466341,16,349.38621432379733
4303,42.4897614,-83.1466369,17,361.2418167007164
4303,42.4897681,-83.1465216,18,370.72513970111817
4303,42.4897702,-83.146446,19,376.9283516410247
4303,42.4897767,-83.1462159,20,395.8092185809187
4303,42.4897794,-83.1461211,21,403.5881308974249
4303,42.4897781,-83.1459965,22,413.8057179576596
4303,42.4897864,-83.1456127,23,445.2888890218842
4303,42.4897893,-83.145518,24,453.06049773689364
4303,42.489804,-83.1450222,25,493.7464050324953
4303,42.4898068,-83.1449292,26,501.37828082327667
4303,42.4898075,-83.144906,27,503.28215339512377
4303,42.489808,-83.14489,28,504.5952487260945
4303,42.4898112,-83.144782,29,513.4578393576944
4303,42.4898179,-83.1445579,30,531.8479825365235
4303,42.4898208,-83.1444623,31,539.6933197505525
4303,42.489826,-83.14429,32,553.8328583469266
4303,42.4897331,-83.1442862,33,564.1675650149274
4303,42.4896826,-83.1442847,34,569.7842555970138
4303,42.4894771,-83.1442787,35,592.6401084596822
4303,42.4893947,-83.1442725,36,601.8166628420953
4303,42.488977,-83.144262,37,648.2707626150949
4303,42.4888909,-83.1442585,38,657.8489461691083
4303,42.4886727,-83.1442496,39,682.1226515122669
4303,42.4882089,-83.1442306,40,733.7183848483362
4303,42.4881246,-83.1442272,41,743.0962620764511
4303,42.4880433,-83.1442243,42,752.1395365023161
4303,42.4877116,-83.1442125,43,789.0355827161937
4303,42.4875268,-83.1442045,44,809.5948729764724
4303,42.4872776,-83.1441936,45,837.3190593521928
4303,42.487163,-83.1441883,46,850.069406527826
4303,42.4868482,-83.1441739,47,885.0934791025157
4303,42.486421,-83.1441503,48,932.635353472748
4303,42.4860052,-83.1441337,49,978.8902369641247
4303,42.4857586,-83.1441196,50,1006.335270799292
4303,42.4856528,-83.1441135,51,1018.1103230557053
4303,42.4855721,-83.1441085,52,1027.093115375091
4303,42.4854887,-83.1441063,53,1036.3685267676935
4303,42.4854144,-83.1441029,54,1044.6350127002995
4303,42.485224,-83.1440942,55,1065.8185429837172
4303,42.4850494,-83.1440911,56,1085.2348412923782
4303,42.4849864,-83.14409,57,1092.2407023712042
4303,42.4847263,-83.1440819,58,1121.1701288384636
4303,42.4842988,-83.1440725,59,1168.712209156756
4303,42.4839589,-83.144065,60,1206.5123682908547
4303,42.483717,-83.1440597,61,1233.4139320290142
4303,42.4836283,-83.1440578,62,1243.278152574322
4303,42.483546,-83.144056,63,1252.4306853516232
4303,42.4834726,-83.1440547,64,1260.5930891412497
4303,42.483369,-83.1440529,65,1272.1138291562736
4303,42.4831716,-83.1440495,66,1294.065478365258
4303,42.4823784,-83.1440356,67,1382.2726593822438
4303,42.481658,-83.144023,68,1462.3841482421105
4303,42.480651,-83.143972,69,1574.4355190377905
4303,42.4806114,-83.14397,70,1578.8418916473722
4303,42.4805603,-83.1439674,71,1584.5279514719816
4303,42.480396,-83.143959,72,1602.8102603073082
4303,42.4799736,-83.1439448,73,1649.7934310313497
4303,42.479642,-83.143921,74,1686.7172904461122
4303,42.4787716,-83.1438991,75,1783.5180169931252
4303,42.4787303,-83.1438981,76,1788.111099659128
4303,42.478645,-83.1438943,77,1797.6011450602223
4303,42.4785603,-83.1438897,78,1807.0269075220958
4303,42.4785069,-83.1438874,79,1812.967711762713
4303,42.4783593,-83.1438809,80,1829.3887374374228
4303,42.4782574,-83.1439351,81,1841.5601657987843
4303,42.4777445,-83.1439137,82,1898.619040599032
4303,42.47761,-83.1438509,83,1914.4367152315144
4303,42.4769415,-83.1438213,84,1988.810151364482
4303,42.4768596,-83.1438213,85,1997.9170158572233
4303,42.4767641,-83.1438975,86,2010.2385192021095
4303,42.4763893,-83.1438947,87,2051.915010345888
4303,42.4761788,-83.1438845,88,2075.3364860202773
4303,42.4758401,-83.1438712,89,2113.014000030132
4303,42.4757292,-83.1438669,90,2125.350559008426
4303,42.4756618,-83.1438679,91,2132.8455457910345
4303,42.4755957,-83.1438689,92,2140.195987993711
4303,42.4754354,-83.1438622,93,2158.0290025163467
4303,42.4752336,-83.1438636,94,2180.4684324722175
4303,42.4752247,-83.1442738,95,2214.1251154342385
4303,42.4752163,-83.1446679,96,2246.460318446585
4303,42.475208,-83.1450576,97,2278.434493597826
4303,42.4752267,-83.1451428,98,2285.7249058922043
4303,42.4752524,-83.1452005,99,2291.253040371162
4303,42.4752659,-83.1452442,100,2295.1387210737566
4303,42.4752752,-83.1452742,101,2297.8076241052704
4303,42.4752811,-83.1453346,102,2302.8045181156995
4303,42.4752797,-83.1454127,103,2309.2116953329833
4303,42.4752781,-83.1454982,104,2316.2261407631154
4303,42.4752633,-83.1455424,105,2320.2072226404357
4303,42.4752407,-83.1455859,106,2324.5710525036084
4303,42.4752326,-83.1456015,107,2326.1357033670783
4303,42.475202,-83.1456605,108,2332.0510795544637
4303,42.4751854,-83.1457618,109,2340.561679006765
4303,42.4751772,-83.1461889,110,2375.6017374066896
4303,42.4751693,-83.1466153,111,2410.5835563822498
4303,42.4751595,-83.1470991,112,2450.2769167338543
4303,42.4751555,-83.1472435,113,2462.128096815715
4303,42.4753053,-83.1472498,114,2478.7931085431214
4303,42.4753717,-83.1472651,115,2486.2823213026936
4303,42.4754819,-83.1473977,116,2502.665810331647
4303,42.4754669,-83.1476675,117,2524.8558664474303
4303,42.4752549,-83.1490397,118,2639.837616668461
4303,42.4752226,-83.1492516,119,2657.5836239417936
4303,42.4751621,-83.1499379,120,2714.2704396623994
4303,42.475096,-83.1505994,121,2769.018383240213
4303,42.4750613,-83.1509937,122,2801.5859440119066
4303,42.4750247,-83.1515006,123,2843.3576744793036
4303,42.4750069,-83.1518721,124,2873.8901886271287
4303,42.474988,-83.1523586,125,2913.8454408292873
4303,42.4749743,-83.1530429,126,2969.988493741635
4303,42.4749368,-83.1547711,127,3111.78697871914
4303,42.4750035,-83.1547716,128,3119.20379369009
4303,42.4750207,-83.1547717,129,3121.1163640132336
4303,42.4751267,-83.1547728,130,3132.903371488873
4303,42.4752341,-83.1547852,131,3144.8889296450616
4303,42.4752989,-83.1548394,132,3153.35519434234
4303,42.475449,-83.1549494,133,3172.3276958473557
4303,42.4756096,-83.1550701,134,3192.745720846862
4303,42.4756086,-83.155303,135,3211.846982034551
4303,42.4756075,-83.1555756,136,3234.2041893536775
4303,42.4754411,-83.1555721,137,3252.709251599367
4303,42.4753673,-83.1555421,138,3261.276346210657
4303,42.4752865,-83.1555206,139,3270.432292824953
4303,42.4751255,-83.155403,140,3290.7674443033043
4303,42.4751267,-83.1547728,141,3342.4529052425887
4303,42.4751527,-83.1530468,142,3484.038738675059
4303,42.4751772,-83.1514941,143,3611.41109690238
4303,42.4751907,-83.1509579,144,3655.4126324524723
4303,42.4751925,-83.150885,145,3661.394803668359
4303,42.4752293,-83.15044,146,3698.1197112450996
4303,42.4752629,-83.1502435,147,3714.662864206722
4303,42.4753127,-83.1501369,148,3725.011702689416
4303,42.4753781,-83.1500463,149,3735.408613479108
4303,42.4754319,-83.1499842,150,3743.2652634800725
4303,42.4755341,-83.1498758,151,3757.6937181658977
4303,42.4756213,-83.14977,152,3770.7055240160066
4303,42.4756798,-83.1494191,153,3800.210037151194
4303,42.4756793,-83.1494011,154,3801.687324549017
4303,42.475684,-83.1492635,155,3812.98445999003
4303,42.4756855,-83.1491861,156,3819.334485914976
4303,42.4756865,-83.1491363,157,3823.420265152589
4303,42.4756869,-83.1491184,158,3824.888978104611
4303,42.4756884,-83.1490435,159,3831.0340434141403
4303,42.4757117,-83.1489825,160,3836.6679243205954
4303,42.4757273,-83.1489138,161,3842.5632182669115
4303,42.4757285,-83.1488944,162,3844.1598620008804
4303,42.4757565,-83.1488282,163,3850.418512364671
4303,42.4758015,-83.1487581,164,3858.040205916844
4303,42.4758644,-83.1487147,165,3865.8879708892696
4303,42.4758774,-83.1486974,166,3867.9134681329206
4303,42.475893,-83.1486793,167,3870.196565361727
4303,42.4759582,-83.1486275,168,3878.599483636975
4303,42.476019,-83.1485957,169,3885.845733623601
4303,42.4760746,-83.1485759,170,3892.2378729323723
4303,42.4761293,-83.1485772,171,3898.321169780601
4303,42.4762315,-83.1485838,172,3909.698174917048
4303,42.4763947,-83.1486319,173,3928.268999375297
4303,42.4764543,-83.148649,174,3935.042977022452
4303,42.4765086,-83.1486646,175,3941.2149211371348
4303,42.4766895,-83.1487161,176,3961.7687231291548
4303,42.4767684,-83.1487327,177,3970.647002515787
4303,42.4768463,-83.1487447,178,3979.3648147364383
4303,42.4769287,-83.1487398,179,3988.53608502936
4303,42.476963,-83.1487259,180,3992.516789050604
4303,42.476997,-83.1487121,181,3996.46318329846
4303,42.4770566,-83.1486748,182,4003.762340615606
4303,42.4770778,-83.1486551,183,4006.6201840805693
4303,42.4771196,-83.1486161,184,4012.2623022681923
4303,42.47718,-83.1485299,185,4022.0133649176546
4303,42.4773417,-83.1482361,186,4052.0775223625533
4303,42.4774506,-83.1480312,187,4072.7900328072656
4303,42.477512,-83.147918,188,4084.313880541034
4303,42.477365,-83.1477805,189,4104.171885870743
4303,42.4770909,-83.1475365,190,4140.632435045565
4303,42.4769336,-83.1473804,191,4162.307890301262
4303,42.476831,-83.147281,192,4176.329687951146
4303,42.4765196,-83.1469911,193,4218.332446411785
4303,42.4764625,-83.1469395,194,4225.962725384088
4303,42.4763468,-83.1468344,195,4241.448545469203
4303,42.4761481,-83.146654,196,4268.039113256011
4303,42.4756783,-83.1462274,197,4330.912215800677
4303,42.475637,-83.1461917,198,4336.358513287461
4303,42.4755423,-83.1460912,199,4349.730899019657
4303,42.4751854,-83.1457618,200,4397.7388697616825
4303,42.4751832,-83.1456685,201,4405.394687952414
4303,42.4751673,-83.1456108,202,4410.446384126237
4303,42.4751536,-83.1455835,203,4413.1544657790355
4303,42.4751317,-83.1455398,204,4417.487503291856
4303,42.4751129,-83.1454794,205,4422.864185597075
4303,42.4751149,-83.1453766,206,4431.298169721133
4303,42.4751169,-83.1452782,207,4439.371422538134
4303,42.4751357,-83.1452031,208,4445.875768518994
4303,42.4751644,-83.1451468,209,4451.488670775873
4303,42.4751891,-83.1451119,210,4455.455539389257
4303,42.475208,-83.1450576,211,4460.379874624867
4303,42.4752163,-83.1446679,212,4492.354049776108
4303,42.4752247,-83.1442738,213,4524.689252788454
4303,42.4752336,-83.1438636,214,4558.345935750475
4303,42.4752366,-83.1437363,215,4568.791640970602
4303,42.4752385,-83.1435613,216,4583.145638593378
4303,42.4750284,-83.1435518,217,4606.520681285733
4303,42.4748359,-83.1434506,218,4629.478524986889
4303,42.4748433,-83.1431849,219,4651.285302155679
4303,42.4748448,-83.1431314,220,4655.676245518282
4303,42.4749032,-83.1409632,221,4833.618474184311
4303,42.4749161,-83.140459,222,4874.994999879513
4303,42.4749428,-83.1400433,223,4909.217394585226
4303,42.4749754,-83.1396637,224,4940.560358598845
4303,42.4750031,-83.1393942,225,4962.876786838605
4303,42.4750585,-83.1390119,226,4994.83025097593
4303,42.4751149,-83.138627,227,5027.014433004808
4303,42.475197,-83.1381013,228,5071.085126325522
4303,42.4753206,-83.1372833,229,5139.565836756796
4303,42.475383,-83.1368595,230,5175.009089193526
4303,42.4754334,-83.1364786,231,5206.746833696446
4303,42.4754769,-83.1360749,232,5240.207212470884
