ID,Lat,Lon,Sequence,Distance
3006,42.4944438,-83.5129925,1,0.0
3006,42.4948173,-83.5139702,2,90.28015346357489
3006,42.4948549,-83.5140687,3,99.37407641192742
3006,42.4949752,-83.5143025,4,122.74888334917667
3006,42.4950427,-83.5143863,5,132.92434462339475
3006,42.4951172,-83.514435,6,142.1204078040395
3006,42.4951831,-83.514446,7,149.5034437382736
3006,42.4952491,-83.514439,8,156.8647153377328
3006,42.4953161,-83.5144151,9,164.56815987044084
3006,42.495381,-83.514374,10,172.53266971592458
3006,42.4955202,-83.5142464,11,191.21485106298124
3006,42.4953185,-83.513769,12,236.32605684409216
3006,42.4952077,-83.5135598,13,257.44423474769286
3006,42.4950538,-83.5133692,14,280.61859618227174
3006,42.4950903,-83.5132467,15,291.4511744239766
3006,42.4951173,-83.5131696,16,298.4491754973819
3006,42.4951566,-83.5131371,17,303.5674447980354
3006,42.4952152,-83.513119,18,310.2503144386949
3006,42.4953342,-83.5133131,19,330.9467009646716
3006,42.4954892,-83.5135411,20,356.3728012050376
3006,42.495719,-83.5141331,21,411.2246286324269
3006,42.4958129,-83.5145522,22,447.13676371392444
3006,42.4958614,-83.5149163,23,477.47144825261506
3006,42.4958812,-83.5155386,24,528.5393853077602
3006,42.4958903,-83.5158603,25,554.933971882172
3006,42.4958927,-83.5160208,26,568.09557289419
3006,42.4957368,-83.5160226,27,585.4314901112785
3006,42.4953221,-83.5160256,28,631.5446821611934
3006,42.4951771,-83.5160267,29,647.6681987550049
3006,42.495076,-83.5160303,30,658.9138798732728
3006,42.4940666,-83.5160665,31,771.1932735062926
3006,42.4938866,-83.5160605,32,791.2144048634901
3006,42.4937657,-83.5160564,33,804.6620736889215
3006,42.4936827,-83.5160536,34,813.8941073936622
3006,42.4934075,-83.5160443,35,844.5044497375633
3006,42.4928591,-83.5160072,36,905.5595690462196
3006,42.492238,-83.5159651,37,974.7089468509488
3006,42.492094,-83.5159443,38,990.8115818866379
3006,42.4917889,-83.5158891,39,1025.037723580045
3006,42.491115,-83.5157673,40,1100.6345349552
3006,42.4908204,-83.5157376,41,1133.4829510101256
3006,42.4905446,-83.5157108,42,1164.2291375852938
3006,42.4902204,-83.5156744,43,1200.4018710513137
3006,42.4899971,-83.5156509,44,1225.3063514251767
3006,42.4899172,-83.5156123,45,1234.737739297774
3006,42.4897344,-83.515524,46,1256.3151244393987
3006,42.4896865,-83.5153138,47,1274.3546913926234
3006,42.489664,-83.515215,48,1282.833335593344
3006,42.4896363,-83.5150887,49,1293.6376529841752
3006,42.4895731,-83.5148008,50,1318.2678787074644
3006,42.489527,-83.5145902,51,1336.2808492843376
3006,42.4894762,-83.5143588,52,1356.0775478345847
3006,42.489285,-83.513487,53,1430.655787612187
3006,42.48891,-83.511721,54,1581.3445220724832
3006,42.488359,-83.509293,55,1789.646114978066
3006,42.488344,-83.5092249,56,1795.4738764244767
3006,42.488261,-83.508848,57,1827.7271316890144
3006,42.4882167,-83.5086458,58,1845.023195918319
3006,42.488071,-83.50798,59,1901.9700150366757
3006,42.487775,-83.506677,60,2013.7673155603322
3006,42.4873506,-83.5047828,61,2176.0983959184127
3006,42.4871176,-83.5037278,62,2266.402903358603
3006,42.487048,-83.503421,63,2292.7235294798907
3006,42.486901,-83.5027388,64,2351.0021707736923
3006,42.4868625,-83.5025604,65,2366.244283136451
3006,42.486803,-83.5022842,66,2389.838928259211
3006,42.4867267,-83.5019304,67,2420.065249912461
3006,42.4866886,-83.5017637,68,2434.375936707274
3006,42.4865992,-83.5013733,69,2467.8962979391827
3006,42.486532,-83.50108,70,2493.0806994006707
3006,42.4862087,-83.4996899,71,2612.60250839244
3006,42.486105,-83.499244,72,2650.941286937202
3006,42.4854942,-83.4965563,73,2881.560760985316
3006,42.4854368,-83.4963036,74,2903.2430037826607
3006,42.4853476,-83.4959111,75,2936.9219142532806
3006,42.4852798,-83.4956125,76,2962.54168753162
3006,42.485216,-83.495323,77,2987.3182860921042
3006,42.4851561,-83.495051,78,3010.595804186251
3006,42.4850933,-83.4947659,79,3034.994911415443
3006,42.4847652,-83.4932866,80,3161.666869464798
3006,42.4835783,-83.4879362,81,3619.83171519694
3006,42.4835055,-83.4876079,82,3647.9440243840068
3006,42.4834265,-83.487259,83,3677.87310215035
3006,42.4833483,-83.4869139,84,3707.478217698312
3006,42.4828586,-83.4847517,85,3892.959395175474
3006,42.482798,-83.484484,86,3915.9227855148756
3006,42.4827394,-83.4842155,87,3938.884823244531
3006,42.4826214,-83.483675,88,3985.1094177215914
3006,42.4818488,-83.4802044,89,4282.398605152057
3006,42.4817587,-83.4798018,90,4316.900594614426
3006,42.4816884,-83.4794852,91,4344.014782264573
3006,42.4816252,-83.4792008,92,4368.372928824594
3006,42.4815221,-83.4787374,93,4408.065947797357
3006,42.4813306,-83.4778765,94,4481.806184529136
3006,42.4812296,-83.4774211,95,4520.803857128919
3006,42.4811619,-83.4771324,96,4545.647028392032
3006,42.4811538,-83.4770968,97,4548.7022271939395
3006,42.4810791,-83.4767573,98,4577.75600680362
3006,42.481052,-83.4766318,99,4588.4798811833825
3006,42.4810478,-83.4766145,100,4589.9734820902
3006,42.4810327,-83.4765519,101,4595.374686808321
3006,42.4810215,-83.4764976,102,4599.998506308414
3006,42.4809593,-83.4762338,103,4622.710505851279
3006,42.4809378,-83.4761425,104,4630.570113538899
3006,42.4809194,-83.4760579,105,4637.803261881794
3006,42.4809017,-83.4759767,106,4644.746961195376
3006,42.4808514,-83.475754,107,4663.847091466101
3006,42.4808116,-83.4755751,108,4679.171039485087
3006,42.4807808,-83.4754328,109,4691.3327691852355
3006,42.4807366,-83.475229,110,4708.753411605881
3006,42.4806478,-83.47482,111,4743.717426098582
3006,42.4805489,-83.4743817,112,4781.305763217103
3006,42.4804153,-83.4737746,113,4833.261377204585
3006,42.4803609,-83.4735263,114,4854.503254922259
3006,42.480276,-83.473141,115,4887.480801249205
3006,42.4802131,-83.472865,116,4911.170843835605
3006,42.480147,-83.4725663,117,4936.7454090843385
3006,42.4800841,-83.4722702,118,4962.015058596332
