shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
9418,42.6233081,-82.987175,1,0.0
9418,42.6232992,-82.9871268,2,4.065980845192935
9418,42.6232843,-82.9870285,3,12.277728365239
9418,42.6232816,-82.9869702,4,17.057253803191145
9418,42.623287,-82.9869118,5,21.873102041479438
9418,42.6233276,-82.9867136,6,38.70642155050612
9418,42.623356,-82.9865753,7,50.45446334086253
9418,42.6233717,-82.986546,8,53.42006442919189
9418,42.6233921,-82.9865253,9,56.250970875566296
9418,42.6234468,-82.9864985,10,62.71652113281097
9418,42.6235244,-82.9864822,11,71.44770414256494
9418,42.6236797,-82.9864645,12,88.77689535252287
9418,42.6237917,-82.9864738,13,101.25395115089796
9418,42.6239037,-82.986502,14,113.91971329134702
9418,42.6251007,-82.9869593,15,252.1789242784096
9418,42.625458,-82.9869813,16,291.94962482243693
9418,42.6254681,-82.986622,17,321.3678476508485
9418,42.6254726,-82.9864601,18,334.6234343506873
9418,42.6254819,-82.9861291,19,361.7245273249456
9418,42.6255759,-82.9860714,20,373.19349604530817
9418,42.6257114,-82.9860644,21,388.2712895735511
9418,42.6263512,-82.9860824,22,459.4290447435811
9418,42.6265663,-82.9860931,23,483.36308887001513
9418,42.6267714,-82.9860977,24,506.1722734113596
9418,42.6268699,-82.9861963,25,519.7751224953214
9418,42.6268896,-82.9852789,26,594.8641095768087
9418,42.6268995,-82.9846204,27,648.7504819727986
9418,42.6269006,-82.9842689,28,677.5086850631656
9418,42.6270644,-82.98416,29,697.7848157527987
9418,42.6271717,-82.9841171,30,710.221573231484
9418,42.6272854,-82.9841171,31,722.8644363909697
9418,42.6274054,-82.9841171,32,736.2078275886016
9418,42.6274591,-82.9841426,33,742.5329626344951
9418,42.6274982,-82.9841856,34,748.1257319412973
9418,42.6275254,-82.9842292,35,752.8024595506612
9418,42.6275615,-82.9843122,36,760.6907487364482
9418,42.6275621,-82.9849289,37,811.1455151776292
9418,42.6275502,-82.985531,38,860.4235257414954
9418,42.6275394,-82.9861054,39,907.432868473791
