shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
5454,42.6978569,-83.1357382,1,0.0
5454,42.6977429,-83.1356367,2,15.148909676430977
5454,42.6975398,-83.1354892,3,40.748155761385526
5454,42.6970507,-83.1351151,4,103.13760200913192
5454,42.697004,-83.1349182,5,120.04593797870004
5454,42.697013,-83.1344442,6,158.79542827795532
5454,42.6968927,-83.1344388,7,172.1794553343124
5454,42.6962478,-83.1344101,8,243.9274105814857
5454,42.6961128,-83.1344042,9,258.94646745148464
5454,42.6960668,-83.1344022,10,264.06404488459026
5454,42.695672,-83.134385,11,307.98630049651734
5454,42.6956576,-83.1349673,12,355.6013955567394
5454,42.6956557,-83.135037,13,361.3015091854224
5454,42.6956531,-83.1351336,14,369.2013871670235
5454,42.695636,-83.1357738,15,421.5559561368303
5454,42.6956289,-83.1361912,16,455.67690650062065
5454,42.6956206,-83.136679,17,495.5528152839559
5454,42.6956087,-83.1373332,18,549.0333853022399
5454,42.6956038,-83.1376321,19,573.4669311191335
5454,42.695597,-83.1380529,20,607.8649393736429
5454,42.695589,-83.138555,21,648.908489256908
5454,42.695578,-83.139239,22,704.8214869439855
5454,42.6955761,-83.1392987,23,709.7050173964253
5454,42.695558,-83.139875,24,756.8458923702509
5454,42.69555,-83.140437,25,802.7837457206857
5454,42.6955339,-83.1411799,26,863.5233703910263
5454,42.695531,-83.141315,27,874.5690791392957
5454,42.6955275,-83.1413752,28,879.5042726732833
5454,42.6955187,-83.1418381,29,917.3472737017726
5454,42.695506,-83.142507,30,972.0311497981368
5454,42.695472,-83.144026,31,1096.2285415617434
5454,42.695462,-83.1444776,32,1133.1521811168175
5454,42.69546,-83.144566,33,1140.380070936462
5454,42.695453,-83.144865,34,1164.8281660903156
5454,42.6954503,-83.1449927,35,1175.2687355012622
5454,42.6954244,-83.1462078,36,1274.6142672196004
5454,42.6954174,-83.1465565,37,1303.1223332250688
5454,42.6954083,-83.1471423,38,1351.0074200727092
5454,42.6953982,-83.1473758,39,1370.123185676146
5454,42.6953883,-83.1475513,40,1384.5080779545556
5454,42.6953863,-83.1476641,41,1393.7293225709511
5454,42.6953846,-83.1477657,42,1402.0347185403475
5454,42.6953793,-83.1480682,43,1426.7635097577581
5454,42.6953763,-83.1482387,44,1440.7015904459154
5454,42.6953745,-83.1483442,45,1449.3258860974067
5454,42.695369,-83.148662,46,1475.3052477806405
5454,42.6953453,-83.1497511,47,1564.3508246950769
5454,42.695338,-83.150086,48,1591.7325297268314
5454,42.6953334,-83.1503089,49,1609.9561925185837
5454,42.695322,-83.150861,50,1655.0943257319796
5454,42.6953116,-83.1513654,51,1696.3326021733985
5454,42.695293,-83.1522653,52,1769.9059666834798
5454,42.6952892,-83.1524478,53,1784.826758164898
5454,42.69529,-83.1524875,54,1788.0724588699813
5454,42.6953037,-83.1529252,55,1823.875898649364
5454,42.6952782,-83.1533731,56,1860.5901700707939
5454,42.695274,-83.1537014,57,1887.4245490001558
5454,42.6953398,-83.1537318,58,1895.1514793904412
5454,42.6953984,-83.1538043,59,1903.9585677266691
5454,42.695429,-83.1539037,60,1912.7658274720513
5454,42.6954257,-83.1540115,61,1921.5833985710053
5454,42.6953891,-83.1541071,62,1930.3927134787264
5454,42.6953522,-83.1541564,63,1936.1432352895197
5454,42.6952358,-83.1549049,64,1998.6686840584805
5454,42.695232,-83.1550454,65,2010.1588250825753
5454,42.6951599,-83.1577112,66,2228.1690505223146
5454,42.695159,-83.157746,67,2231.0148457409327
5454,42.6951442,-83.158323,68,2278.198968109222
5454,42.6951096,-83.159675,69,2388.758383899538
5454,42.6951,-83.160052,70,2419.587277153697
5454,42.695085,-83.160628,71,2466.690551186478
5454,42.6950711,-83.1611289,72,2507.65589800087
5454,42.695063,-83.161421,73,2531.544833435981
5454,42.6950576,-83.1616169,74,2547.5660708869377
5454,42.6950488,-83.1619401,75,2573.9978016844116
5454,42.6950315,-83.1625711,76,2625.602334219943
5454,42.69502,-83.162992,77,2660.0242819803884
5454,42.6950076,-83.1635515,78,2705.7703917490767
5454,42.694999,-83.163942,79,2737.698465000582
5454,42.6949897,-83.1643685,80,2772.569668767863
5454,42.694988,-83.1644479,81,2779.0614158615003
5454,42.694988,-83.1644492,82,2779.16765884389
5454,42.694977,-83.164953,83,2820.3590683007883
5454,42.694926,-83.166832,84,2974.0258061386758
5454,42.694922,-83.1669801,85,2986.1375155960877
5454,42.69491,-83.167428,86,3022.7666634580733
5454,42.6949036,-83.1676787,87,3043.267596056774
5454,42.6948954,-83.1679952,88,3069.149778471046
5454,42.694884,-83.168441,89,3105.6050518712755
5454,42.6948672,-83.1690674,90,3156.8319891909605
5454,42.694859,-83.169374,91,3181.9056223811203
5454,42.6948472,-83.1698016,92,3216.876090563831
5454,42.69484,-83.170062,93,3238.1724805609906
5454,42.694827,-83.170527,94,3276.202355072747
5454,42.6946814,-83.175506,95,3683.4364583239544
5454,42.6946703,-83.1758843,96,3714.377948750109
5454,42.6946627,-83.1762725,97,3746.1151550288264
5454,42.69461,-83.178951,98,3965.0962205889823
5454,42.6946031,-83.1792388,99,3988.629437138211
5454,42.6945979,-83.1794541,100,4006.2345170724743
5454,42.694591,-83.179739,101,4029.530860400648
5454,42.694575,-83.180415,102,4084.8062103936145
5454,42.694543,-83.181744,103,4193.478247296687
5454,42.694523,-83.182608,104,4264.124496925788
5454,42.6945029,-83.1833283,105,4323.034144936266
5454,42.6944946,-83.1836274,106,4347.495812499196
5454,42.694481,-83.184114,107,4387.292440872157
5454,42.6944709,-83.1845071,108,4419.438572886502
5454,42.694466,-83.1846957,109,4434.8617337973255
5454,42.6944304,-83.1860787,110,4547.958202242845
5454,42.694428,-83.186173,111,4555.669593158296
5454,42.6944261,-83.1862491,112,4561.89253740739
5454,42.694336,-83.189931,113,4862.966858695326
5454,42.6943311,-83.1901343,114,4879.590732959468
5454,42.69433,-83.1901827,115,4883.5481734351415
5454,42.694324,-83.190434,116,4904.096811282038
5454,42.694263,-83.192801,117,5097.661805997349
5454,42.6942371,-83.1940902,118,5203.062758537788
