shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
9258,42.4331228,-83.6480669,1,0.0
9258,42.4331338,-83.6478022,2,21.75810340897431
9258,42.4330269,-83.6477914,3,33.67784096841339
9258,42.4329477,-83.647829,4,43.00945788189186
9258,42.4317585,-83.6477112,5,175.59541352768917
9258,42.4317321,-83.6482876,6,222.99209359397017
9258,42.4317079,-83.6490548,7,286.0144124022312
9258,42.4317006,-83.6492377,8,301.0471270292961
9258,42.4318729,-83.6492575,9,320.2748035249356
9258,42.432269,-83.649303,10,364.4771291633631
9258,42.4324101,-83.6493152,11,380.1986491821737
9258,42.4326061,-83.6493322,12,402.0374667024645
9258,42.4330684,-83.6493721,13,453.5470723908898
9258,42.433383,-83.6493993,14,488.60014729450546
9258,42.4337772,-83.6494323,15,532.5167737946742
9258,42.4339362,-83.6494465,16,550.2351328292563
9258,42.434177,-83.649468,17,577.0689451267001
9258,42.434781,-83.649512,18,644.3276828399937
9258,42.4352981,-83.6495583,19,701.9519894146003
9258,42.4357892,-83.6496022,20,756.678530929183
9258,42.436111,-83.649631,21,792.5390290370702
9258,42.4361948,-83.6496358,22,801.8654862646157
9258,42.4365099,-83.649654,23,836.9348274261492
9258,42.4366515,-83.64966,24,852.6877261879952
9258,42.436721,-83.649663,25,860.4196941017474
9258,42.437269,-83.649712,26,921.487048896509
9258,42.437914,-83.649754,27,993.2905462237343
9258,42.4384994,-83.649802,28,1058.503127536993
9258,42.438622,-83.649812,29,1072.1603021795079
9258,42.4388077,-83.6498212,30,1092.8229970945777
9258,42.4390271,-83.649829,31,1117.227559416225
9258,42.4391427,-83.649838,32,1130.1028927107063
9258,42.4394118,-83.6498589,33,1160.0745588344744
9258,42.4395534,-83.6498699,34,1175.845614118943
9258,42.4403036,-83.6499283,35,1259.4015919076126
9258,42.4410461,-83.6499869,36,1342.1037420843718
9258,42.441368,-83.650011,37,1377.951979169288
9258,42.4414493,-83.6500166,38,1387.0037984314806
9258,42.4415,-83.65002,39,1392.6482806402835
9258,42.442148,-83.650063,40,1464.788935849368
9258,42.4425612,-83.650097,41,1510.8193076108166
9258,42.4429649,-83.6501302,42,1555.7912898131162
9258,42.4431578,-83.650146,43,1577.2799376444939
9258,42.443364,-83.650163,44,1600.2507262615613
9258,42.4435137,-83.6501744,45,1616.9228699474368
9258,42.443925,-83.6502057,46,1662.7294018659118
9258,42.444178,-83.650225,47,1690.9062576317222
9258,42.4442832,-83.6502332,48,1702.6232989021612
9258,42.4445028,-83.6502503,49,1727.0819848693372
9258,42.4445671,-83.6502553,50,1734.2435800372014
9258,42.444628,-83.65026,51,1741.0263237401418
9258,42.4448512,-83.6502781,52,1765.8894288480712
9258,42.445109,-83.650299,53,1794.6067318862297
9258,42.445249,-83.6503078,54,1810.190758763883
9258,42.4455223,-83.6503258,55,1840.6162015936163
9258,42.4457063,-83.6503367,56,1861.0956069624267
9258,42.4458734,-83.6503469,57,1879.6951188566072
9258,42.4458978,-83.6503484,58,1882.4110652779534
9258,42.446163,-83.650365,59,1911.9313994199817
9258,42.4463882,-83.6503832,60,1937.0169857442622
9258,42.4465176,-83.6503936,61,1951.4308912220872
9258,42.446631,-83.6504028,62,1964.0629711347242
9258,42.4467729,-83.6504142,63,1979.8692326871324
9258,42.4468245,-83.6504184,64,1985.617230718371
9258,42.4480921,-83.6505208,65,2126.8181145763074
9258,42.4486108,-83.6505627,66,2184.597290063662
9258,42.4487571,-83.6505745,67,2200.8938927229224
9258,42.4488695,-83.6505836,68,2213.414484606109
9258,42.449135,-83.650605,69,2242.988905609348
9258,42.449416,-83.650629,70,2274.296667812446
9258,42.449944,-83.650666,71,2333.086021331515
9258,42.4500496,-83.6506735,72,2344.844318402351
9258,42.450381,-83.650697,73,2381.744724458317
9258,42.450922,-83.650739,74,2441.9997957215082
9258,42.45122,-83.650763,75,2475.19433852667
9258,42.451821,-83.65081,76,2542.1336497674456
9258,42.4522926,-83.6508478,77,2594.6648019096738
9258,42.4524857,-83.6508632,78,2616.1736839021646
9258,42.452683,-83.650879,79,2638.150706314992
9258,42.452725,-83.650883,80,2642.8324094225995
9258,42.4527757,-83.6508871,81,2648.480018632297
9258,42.453471,-83.650944,82,2725.9346581776117
9258,42.4535089,-83.6509471,83,2730.1566133589013
9258,42.4540522,-83.6509918,84,2790.680024503588
9258,42.454639,-83.65104,85,2856.048924556053
9258,42.454996,-83.6510697,86,2895.820223601336
9258,42.455542,-83.651115,87,2956.6462945709573
9258,42.4556274,-83.6511203,88,2966.152290769537
9258,42.456191,-83.651155,89,3028.886375280671
9258,42.4568498,-83.6512017,90,3102.241709020967
9258,42.4569394,-83.6512115,91,3112.237160197598
9258,42.4571137,-83.6512256,92,3131.65292389981
9258,42.4572074,-83.6512331,93,3142.090040179804
9258,42.4573283,-83.6512429,94,3155.5575254264263
9258,42.4574858,-83.6512556,95,3173.1016899489528
9258,42.4575648,-83.651262,96,3181.9017657527384
9258,42.457887,-83.651288,97,3217.792207790153
9258,42.4583285,-83.6513238,98,3266.9725377933087
9258,42.4585299,-83.6513401,99,3289.4070822471836
9258,42.458838,-83.651365,100,3323.727082309556
9258,42.459058,-83.651384,101,3348.2395718066887
9258,42.459699,-83.65144,102,3419.6634130255707
9258,42.459894,-83.651459,103,3441.4023720967807
9258,42.4600732,-83.6514702,104,3461.349673866176
9258,42.4601868,-83.6514773,105,3473.994838318732
9258,42.4603635,-83.6514883,106,3493.6636922422354
9258,42.460614,-83.651504,107,3521.5477808144437
9258,42.460957,-83.651532,108,3559.7567425246193
9258,42.4610247,-83.6515341,109,3567.2866098986024
9258,42.4612265,-83.6515404,110,3589.731696667893
9258,42.461501,-83.651549,111,3620.2628557589537
9258,42.462066,-83.651568,112,3683.107319640943
